gene_id,median_tpm
ENSG00000158195,70.7495
ENSG00000241169,0.0
ENSG00000237429,0.359444
ENSG00000126705,1.29874
ENSG00000000938,545.934
ENSG00000235912,0.168705
ENSG00000233975,0.0
ENSG00000126709,48.3778
ENSG00000225886,0.0570578
ENSG00000206767,0.0
ENSG00000226662,0.0
ENSG00000207095,0.0
ENSG00000009780,2.01873
ENSG00000231344,0.0747382
ENSG00000230833,0.0
ENSG00000117758,13.6569
ENSG00000269971,0.365528
ENSG00000270031,0.399219
ENSG00000223062,0.0
ENSG00000117751,8.91402
ENSG00000252947,0.0
ENSG00000130775,191.516
ENSG00000117748,38.749
ENSG00000130768,0.760947
ENSG00000227050,0.0
ENSG00000158156,35.0749
ENSG00000158161,6.12758
ENSG00000238231,0.485152
ENSG00000240750,0.0
ENSG00000228589,1.0724
ENSG00000228943,0.0
ENSG00000214812,0.113068
ENSG00000253005,0.0
ENSG00000169403,40.192
ENSG00000126698,19.6484
ENSG00000130770,22.6646
ENSG00000270605,2.14338
ENSG00000271398,0.0
ENSG00000130766,16.2225
ENSG00000130772,6.84364
ENSG00000204138,3.02184
ENSG00000206779,0.0
ENSG00000229820,0.0
ENSG00000221216,0.0
ENSG00000180198,6.44583
ENSG00000274266,1.88407
ENSG00000200087,2.47032
ENSG00000231468,0.0
ENSG00000279443,0.0656684
ENSG00000180098,4.40191
ENSG00000197989,5.35582
ENSG00000221539,0.0
ENSG00000278274,2.88734
ENSG00000273544,2.43795
ENSG00000274582,0.0
ENSG00000120656,15.7503
ENSG00000188060,0.184232
ENSG00000229388,0.0877941
ENSG00000274978,0.0
ENSG00000162419,3.52823
ENSG00000252777,0.0
ENSG00000198492,13.5418
ENSG00000116329,0.0664966
ENSG00000233427,0.0530302
ENSG00000199756,0.0
ENSG00000159023,18.4447
ENSG00000225616,0.0
ENSG00000206704,0.0
ENSG00000277958,0.0
ENSG00000253304,0.0356546
ENSG00000225750,0.0
ENSG00000116350,53.6336
ENSG00000277916,0.194533
ENSG00000116353,1.26535
ENSG00000237934,0.0
ENSG00000060656,0.0863513
ENSG00000230523,0.0
ENSG00000225011,0.0
ENSG00000228176,0.0
ENSG00000270927,0.0
ENSG00000233399,0.0
ENSG00000233372,0.0483306
ENSG00000231251,0.0
ENSG00000236335,0.0
ENSG00000231949,0.0
ENSG00000162510,0.0950927
ENSG00000186056,0.911413
ENSG00000162511,1316.72
ENSG00000264773,0.0
ENSG00000229607,0.0
ENSG00000223382,0.0
ENSG00000222784,0.0
ENSG00000235143,0.0
ENSG00000162512,0.916691
ENSG00000266210,0.0
ENSG00000134644,5.60785
ENSG00000237329,0.0
ENSG00000232768,0.0
ENSG00000215900,0.0
ENSG00000225142,0.0
ENSG00000084628,0.0
ENSG00000060688,6.66361
ENSG00000229447,0.321031
ENSG00000121766,10.6254
ENSG00000229044,0.0
ENSG00000121769,0.992374
ENSG00000168528,5.97376
ENSG00000215899,0.0
ENSG00000206981,0.0
ENSG00000260386,0.0
ENSG00000265961,0.0
ENSG00000284543,0.00712788
ENSG00000229167,0.0
ENSG00000142910,0.219515
ENSG00000121764,0.0126574
ENSG00000162517,51.9913
ENSG00000235790,0.0211595
ENSG00000264078,0.0
ENSG00000084636,0.113332
ENSG00000121753,0.249047
ENSG00000266580,0.0
ENSG00000254545,0.0
ENSG00000134668,1.28298
ENSG00000203620,0.0
ENSG00000269967,0.437366
ENSG00000184007,57.3562
ENSG00000228634,0.198434
ENSG00000121774,26.778
ENSG00000203325,0.0691538
ENSG00000121775,5.43541
ENSG00000266203,0.0
ENSG00000276493,0.0
ENSG00000025800,11.916
ENSG00000084652,9.46878
ENSG00000160050,2.32385
ENSG00000224066,0.326433
ENSG00000160051,0.879554
ENSG00000222046,0.164952
ENSG00000160055,9.83638
ENSG00000084623,68.0793
ENSG00000220785,0.267705
ENSG00000183615,0.548143
ENSG00000182866,47.7135
ENSG00000277617,0.0
ENSG00000252450,0.0
ENSG00000116478,51.316
ENSG00000175130,24.1931
ENSG00000233775,0.0
ENSG00000162526,6.13891
ENSG00000225828,7.64593
ENSG00000160058,21.3956
ENSG00000224333,0.0
ENSG00000270850,0.0
ENSG00000229259,0.0
ENSG00000263529,0.0
ENSG00000273274,0.00282253
ENSG00000160062,0.0517635
ENSG00000176261,3.24647
ENSG00000200591,0.0
ENSG00000162521,11.7086
ENSG00000162520,0.0507489
ENSG00000224409,0.0
ENSG00000162522,0.526014
ENSG00000134684,9.74199
ENSG00000116497,3.24329
ENSG00000160097,0.194319
ENSG00000121905,0.0990772
ENSG00000121900,0.299423
ENSG00000116514,41.8732
ENSG00000278966,0.534181
ENSG00000217644,0.396786
ENSG00000239670,0.11604
ENSG00000004455,18.5503
ENSG00000276645,0.0
ENSG00000236065,0.0482095
ENSG00000142920,0.399659
ENSG00000278997,0.892886
ENSG00000116525,4.06817
ENSG00000279179,0.407063
ENSG00000160094,7.12109
ENSG00000270115,0.14008
ENSG00000184389,0.412541
ENSG00000225313,13.0941
ENSG00000134686,253.045
ENSG00000284154,1.96922
